URL;First class;Second class;Summary
https://sun9-70.userapi.com/c625721/v625721614/243fd/1liSbV7HgTc.jpg;Непонятно;;
https://sun9-22.userapi.com/c625721/v625721614/24111/_1erGRPuR8I.jpg;Шизоидный;;
https://sun9-19.userapi.com/c857320/v857320689/feb26/oyiLD2ncgJE.jpg;Истероидный;;
https://sun9-39.userapi.com/c858424/v858424777/12831f/Oq7e3riHNh0.jpg;Гипертимный;;
https://sun9-28.userapi.com/c856132/v856132014/192de7/T_82jo1Tau8.jpg;Эмотивный;;
https://sun9-70.userapi.com/c856132/v856132014/192dbf/9hslbsR6p9o.jpg;Эмотивный;;
https://sun9-50.userapi.com/c856132/v856132014/192d83/J3up3o5HTXo.jpg;Непонятно;;
https://sun6-13.userapi.com/tClpkHMsXdE7bUQ3H6tW4LYmRlCiINSTRtUNnA/w_Ky9fFtNkI.jpg;Истероидный;;
https://sun9-29.userapi.com/c858224/v858224820/112d53/2wrrltGH_GY.jpg;Истероидный;;
https://sun9-53.userapi.com/c857020/v857020956/31786/t0ZolSCzAsM.jpg;Тревожный;;
https://sun9-58.userapi.com/c853620/v853620353/1127e8/D8ubNsHSlBc.jpg;Тревожный;;
https://sun9-54.userapi.com/c854020/v854020824/108167/H3zLXd-6k9A.jpg;Истероидный;;
https://sun9-49.userapi.com/c851232/v851232355/1a4d89/_qaPf-zWQyw.jpg;Истероидный;;
https://sun9-29.userapi.com/c855232/v855232132/d0959/yS8ehkVCJJQ.jpg;Шизоидный;;
https://sun9-64.userapi.com/c850132/v850132345/1ad946/iX75zBaH6R8.jpg;Шизоидный;;
https://sun9-8.userapi.com/c855220/v855220381/5d73d/3Ooxt8Nm06A.jpg;Тревожный;;
https://sun9-24.userapi.com/c850636/v850636214/133699/8fIymqOJtxM.jpg;Истероидный;;
https://sun9-31.userapi.com/c853620/v853620419/5192f/tDQlboDZVBI.jpg;Эмотивный;;
https://sun9-29.userapi.com/c846522/v846522101/1f7b85/bQf9wlNFtrs.jpg;Непонятно;;
https://sun9-65.userapi.com/c851520/v851520018/ddd70/HK9noRHzvp8.jpg;Эпилептоидный;;
https://sun9-35.userapi.com/c849320/v849320273/13d785/ztlwj8-fwkE.jpg;Истероидный;;
https://sun9-12.userapi.com/c849236/v849236214/132636/T4eDYOSoHX4.jpg;Шизоидный;;
https://sun9-69.userapi.com/c852220/v852220649/b9562/jHux5nLL2tM.jpg;Истероидный;;
https://sun9-59.userapi.com/c851528/v851528129/a9fa4/c_LsCrttCxc.jpg;Тревожный;;
https://sun9-22.userapi.com/c845417/v845417717/175a64/iF6xqLRZ_MQ.jpg;Тревожный;;
https://sun9-15.userapi.com/c844617/v844617708/14a170/xNVyzNvQyh8.jpg;Эпилептоидный;;
https://sun9-47.userapi.com/c850420/v850420236/571d5/6P9csWKVj6I.jpg;Эмотивный;;
https://sun9-21.userapi.com/c850736/v850736343/41cd7/kVFiHTxJOBI.jpg;Истероидный;;
https://sun9-26.userapi.com/c846320/v846320168/d7f76/qYhK7tKhC3U.jpg;Истероидный;;
https://sun9-49.userapi.com/c849320/v849320990/5da8b/XbHH-MczFIw.jpg;Старт;;
https://sun9-31.userapi.com/c845218/v845218598/d317f/A8cRYvoj9pQ.jpg;Шизоидный;;
https://sun9-14.userapi.com/c824604/v824604995/1410e0/E0XE25FAcSs.jpg;Непонятно;;
https://sun9-43.userapi.com/c831309/v831309199/124adc/7gzCQlA45w0.jpg;Шизоидный;;
https://sun9-50.userapi.com/c831108/v831108199/1195d0/nxfPv_95SZk.jpg;Шизоидный;;
https://sun9-3.userapi.com/c845018/v845018634/6ba35/aL5qiwupkps.jpg;Старт;;
https://sun9-25.userapi.com/c846218/v846218181/560ea/u7BZ7pxKWfM.jpg;Тревожный;;
https://sun9-28.userapi.com/c845523/v845523454/5353c/07gnmDlokA0.jpg;Непонятно;;
https://sun9-70.userapi.com/c845521/v845521609/2c015/8ZWoYUlVjeU.jpg;Истероидный;;
https://sun9-72.userapi.com/c841322/v841322734/74f60/RCaxE9rsliw.jpg;Истероидный;;
https://sun9-19.userapi.com/c841533/v841533168/65ff9/PDClVP4DoII.jpg;Истероидный;;
https://sun9-42.userapi.com/c824600/v824600715/6891f/shLJwtcU3m0.jpg;Непонятно;;
https://sun9-61.userapi.com/c841232/v841232388/4febb/-TzMOiWgHq0.jpg;Непонятно;;
https://sun9-44.userapi.com/c840239/v840239528/4e811/x3_9Np6qNoo.jpg;Непонятно;;
https://sun9-65.userapi.com/c621704/v621704187/45171/UldVQkERmts.jpg;Непонятно;;
https://sun9-2.userapi.com/c841220/v841220008/4ade8/DrPF9Rih33s.jpg;Непонятно;;
https://sun9-16.userapi.com/c834300/v834300749/41148/I3i4v8zFuYg.jpg;Истероидный;;
https://sun9-32.userapi.com/c840428/v840428193/134f4/SP43kA15jtU.jpg;Истероидный;;
https://sun9-71.userapi.com/c840337/v840337208/2066/gSkrW98gI4A.jpg;Истероидный;;
https://sun9-10.userapi.com/c639629/v639629170/45619/8s15Qh9D9NA.jpg;Истероидный;;
https://sun9-2.userapi.com/c836534/v836534379/4aae4/L9PPiRh4RoA.jpg;Эмотивный;;
https://sun9-72.userapi.com/c836534/v836534379/4a47d/DMhrONJMzsg.jpg;Эпилептоидный;;
https://sun9-45.userapi.com/c637928/v637928379/59a97/SbsdkFQ-Ke8.jpg;Истероидный;;
https://sun9-4.userapi.com/c840122/v840122379/bf1f/pHg3pTmWHzg.jpg;Истероидный;;
https://sun9-56.userapi.com/c837122/v837122379/3a6ca/MXpAnZqIarM.jpg;Непонятно;;
https://sun9-36.userapi.com/c637521/v637521379/65087/i15ybdAyeJk.jpg;Непонятно;;
https://sun9-3.userapi.com/c636526/v636526379/5a424/lK1aVrRTRdI.jpg;Гипертимный;;
https://sun9-62.userapi.com/c636526/v636526379/5a071/6AhGuF8tNss.jpg;Непонятно;;
https://sun9-57.userapi.com/c637417/v637417379/473dd/xkXtEOVUmp8.jpg;Непонятно;;
https://sun9-65.userapi.com/c636327/v636327379/5b3de/d_Tu-m7TsM4.jpg;Непонятно;;
https://sun9-70.userapi.com/c636327/v636327379/598ba/Au6IKpXV658.jpg;Непонятно;;
https://sun9-53.userapi.com/c854428/v854428475/1fa1ed/0UrwIduaOgU.jpg;Непонятно;;
https://sun9-36.userapi.com/c854428/v854428475/1fa1d9/jJro59jjilg.jpg;Эмотивный;;
https://sun9-61.userapi.com/c854428/v854428475/1fa1cf/FgQwGPw53Ao.jpg;Эмотивный;;
https://sun9-58.userapi.com/c851024/v851024278/12e4fb/Miecw-OrSVE.jpg;Паранояльный;;
https://sun9-28.userapi.com/c844618/v844618693/dc8/b6JzOEjH51Q.jpg;Непонятно;;
https://sun9-26.userapi.com/c841021/v841021566/2e8af/qo03bx5p9Po.jpg;Гипертимный;;
https://sun9-60.userapi.com/c836535/v836535983/67f4f/-BT6VuCllPM.jpg;Эпилептоидный;;
https://sun9-58.userapi.com/c836534/v836534580/5974a/FX3_LLOIZ8A.jpg;Непонятно;;
https://sun9-4.userapi.com/c637519/v637519551/4668d/MnIu8_J2bKg.jpg;Непонятно;;
https://sun9-16.userapi.com/c604816/v604816605/31b0d/J4cwkcxBC8k.jpg;Шизоидный;;
https://sun9-25.userapi.com/c636526/v636526882/42d18/OWO2aGAPR7Q.jpg;Гипертимный;;
https://sun9-27.userapi.com/c836126/v836126393/8a07/8TRB0i_XZcQ.jpg;Шизоидный;;
https://sun9-14.userapi.com/c836231/v836231282/49b6/A2O-foGpS8k.jpg;Эмотивный;;
https://sun9-19.userapi.com/c636423/v636423685/f03a/XGMbmkBSk2o.jpg;Тревожный;;
https://sun9-41.userapi.com/c636423/v636423806/ce62/BTvDBRa8hAw.jpg;Эпилептоидный;;
https://sun9-9.userapi.com/c633825/v633825551/286f4/PvRfj6RPfAY.jpg;Истероидный;;
https://sun9-35.userapi.com/c629327/v629327923/12067/XUQPhAT1ktw.jpg;Шизоидный;;
https://sun9-43.userapi.com/c625419/v625419551/3cde8/E_2WMwO2Z-Y.jpg;Гипертимный;;
https://sun9-6.userapi.com/c625419/v625419551/3cdf2/C0ki4mQyy_U.jpg;Гипертимный;;
https://sun9-65.userapi.com/c627831/v627831403/5065/faqRoufUSU0.jpg;Непонятно;;
https://sun9-55.userapi.com/c623424/v623424551/25c5f/lBFvS-noWcY.jpg;Гипертимный;;
https://sun9-9.userapi.com/c622423/v622423551/27033/JxXMMOwDE8U.jpg;Старт;;
https://sun9-37.userapi.com/c625531/v625531551/11f2f/mEgRZdQkViQ.jpg;Тревожный;;
https://sun6-19.userapi.com/6dsLt2Yc14HfhXJVcODhPV3_mXeyrpgnD0q3CQ/C0KOARQ0sMM.jpg;Шизоидный;;
https://sun9-6.userapi.com/c623819/v623819551/2f1/UA4Bpf4nGqQ.jpg;Шизоидный;;
https://sun9-46.userapi.com/c623819/v623819551/2e8/bylCnEN-1sY.jpg;Шизоидный;;
https://sun6-13.userapi.com/a248Yy40Q40GqeGcrLIA4F7l3RNB7wrPJ9My5g/-X17In5yNIc.jpg;Непонятно;;
https://sun6-19.userapi.com/0dWG90oqecIxKeZNsBqmAekMyUYbklnCCNEqmQ/xGG5cf7tOt4.jpg;Шизоидный;;
https://sun6-14.userapi.com/_fZZlJl5PFl2J2VaIup70qs-9mDqcjbBiuAgKA/WyHSB5EFrGQ.jpg;Паранояльный;;
https://sun6-19.userapi.com/OY2Dwu0kHSrxIyHXefa-Ne5M63Xh2xQN_bNquw/yaMbFdHnULA.jpg;Шизоидный;;
https://sun6-19.userapi.com/jzbKD_jr74t6GAwa2ocYu2OWWBDUP-Ip4fdP6Q/Pqs662cQa60.jpg;Шизоидный;;
https://sun6-13.userapi.com/Rhioi2TNiwscWkfjYd37USer0tib82PqBjfNoA/qCzelwJ422o.jpg;Непонятно;;
https://sun6-14.userapi.com/DrkqOsPu8Seh1Y2P7RZT0hSc8uvDnDwtt1Y5ig/YK8lYokDBks.jpg;Непонятно;;
https://sun9-28.userapi.com/c845324/v845324077/8eb7/57L924pQ5tc.jpg;Эпилептоидный;;
https://sun9-66.userapi.com/c837236/v837236740/eea2/ZRFHvvthGp4.jpg;Непонятно;;
https://sun9-53.userapi.com/c636222/v636222740/b5a9/z4H0CiUeNAE.jpg;Гипертимный;;
https://sun6-16.userapi.com/TdKSfAsUBFC3tq56m3DGLF4PWZDww5F9EvoUuA/_85ehjEAOdM.jpg;Эпилептоидный;;
https://sun6-14.userapi.com/awfGSf_NMc8uBcaqubQCZOHYNMLpmbeaFer8aQ/whTlS0iOBOU.jpg;Шизоидный;;
https://sun6-14.userapi.com/CJG6V9fEIyEN6uuGS2uq1NfmTwQnvEP5aWEuyA/G8s5yRaR1qY.jpg;Истероидный;;
https://sun6-13.userapi.com/1x18UWb6YVmLx00kCvckEyk1h2NQ2E3bLJGbZw/beRCWhAnjnQ.jpg;Шизоидный;;
https://sun6-16.userapi.com/gvbeSgYEKpq2nPmEgF5gT5x5kSD_pLbmUFUVbA/dy2kw-dskm4.jpg;Гипертимный;;
https://sun6-14.userapi.com/JTEIyfAU_RP9L_dZdPeVMXPdApyn-DniQR4MHQ/z6XUj__UlBQ.jpg;Гипертимный;;
https://sun6-14.userapi.com/GU37_3ZwMCuYsDKFMJ-14ZoO4TEsSLCEf2Yojw/Kt08jzO3eG0.jpg;Шизоидный;;
https://sun9-51.userapi.com/c10546/v10546740/6b4/2LdFcdbA9Cc.jpg;Истероидный;;
https://sun9-58.userapi.com/c10546/v10546740/699/_fD8zXs5YsY.jpg;Истероидный;;
https://sun9-47.userapi.com/c302107/v302107740/2e2/y64dHWvzyHk.jpg;Истероидный;;
https://sun9-71.userapi.com/c11171/u1086740/82216837/z_1b086157.jpg;Непонятно;;
https://sun9-71.userapi.com/c11171/u1086740/82216837/z_9e3ef65d.jpg;Истероидный;;
https://sun9-71.userapi.com/c11171/u1086740/-6/w_a2a9a2a1.jpg;Истероидный;;
https://sun9-71.userapi.com/c4745/u1086740/-6/y_bda9fccb.jpg;Истероидный;;
https://sun9-71.userapi.com/c9481/u1086740/-6/y_ffe777aa.jpg;Паранояльный;;
https://sun9-71.userapi.com/c9789/u1086740/82216837/y_f8c90b11.jpg;Эмотивный;;
https://sun9-71.userapi.com/c10229/u1086740/102314123/x_f537ebb3.jpg;Шизоидный;;
https://sun9-71.userapi.com/c10229/u1086740/102314123/x_b8d72bbe.jpg;Гипертимный;;
https://sun9-71.userapi.com/c10229/u1086740/102314123/x_7fb48c46.jpg;Гипертимный;;
https://sun9-71.userapi.com/c10229/u1086740/102314123/x_a7fd6d8a.jpg;Истероидный;;
https://sun9-71.userapi.com/c4179/u1086740/100632344/x_b7a7228c.jpg;Непонятно;;
https://sun9-71.userapi.com/c1832/u1086740/97418425/x_635d8498.jpg;Эмотивный;;
https://sun9-71.userapi.com/c1832/u1086740/97418425/x_f569b413.jpg;Истероидный;;
https://sun9-71.userapi.com/c1832/u1086740/97418425/x_9564f74c.jpg;Непонятно;;
https://sun9-71.userapi.com/c1832/u1086740/97418425/x_1380d79a.jpg;Эмотивный;;
https://sun9-71.userapi.com/c1832/u1086740/97418425/x_b9900d5c.jpg;Истероидный;;
https://sun9-71.userapi.com/c1832/u1086740/97418425/x_5bf7d881.jpg;Непонятно;;
https://sun9-71.userapi.com/c1832/u1086740/97418425/x_0916ec3d.jpg;Гипертимный;;
https://sun9-71.userapi.com/c1832/u1086740/97418425/x_61c89f1b.jpg;Старт;;
https://sun9-71.userapi.com/c1832/u1086740/97418425/x_614166ef.jpg;Непонятно;;
https://sun9-71.userapi.com/c1832/u1086740/97418425/x_63b13da3.jpg;Истероидный;;
https://sun9-71.userapi.com/c1832/u1086740/97418425/x_3dca9b1a.jpg;Непонятно;;
https://sun9-71.userapi.com/c1832/u1086740/82216837/x_3a756bd0.jpg;Непонятно;;
https://sun9-71.userapi.com/c1768/u1086740/82216837/x_c8437169.jpg;Эмотивный;;
https://sun9-71.userapi.com/c1768/u1086740/82216837/x_754d4b04.jpg;Гипертимный;;
https://sun9-71.userapi.com/c246/u1086740/82216837/x_301fbf11.jpg;Тревожный;;
https://sun9-71.userapi.com/c246/u1086740/82216837/x_d83210c8.jpg;Гипертимный;;
https://sun9-71.userapi.com/c646/u1086740/82216837/x_6a9fad23.jpg;Гипертимный;;
https://sun9-71.userapi.com/c646/u1086740/82216837/x_8027d20c.jpg;Истероидный;;
https://sun9-71.userapi.com/c445/u1086740/67986910/x_62c64a79.jpg;Истероидный;;
https://sun9-71.userapi.com/c445/u1086740/67986910/x_7bf33418.jpg;Истероидный;;
https://sun9-71.userapi.com/c445/u1086740/67986910/x_f71045f5.jpg;Истероидный;;
https://sun9-71.userapi.com/c445/u1086740/67986910/x_81370175.jpg;Истероидный;;
https://sun9-19.userapi.com/c856520/v856520248/122454/SxcKIRKPWyE.jpg;Эмотивный;;
https://sun9-32.userapi.com/c206524/v206524239/9a7cd/hKBJEf5C_oE.jpg;Эмотивный;;
https://sun9-33.userapi.com/c858236/v858236696/196ca4/PQMbfKCtxqE.jpg;Эмотивный;;
https://sun9-34.userapi.com/c857228/v857228178/10023f/ZczEffPCBjA.jpg;Истероидный;;
https://sun9-44.userapi.com/c857324/v857324229/fdc5b/jzGVcFG7w48.jpg;Эмотивный;;
https://sun6-16.userapi.com/WF9Zv9mGqYxT67elDavGp4HH8YrJOuthyos3mQ/JwJESBzXIrI.jpg;Эмотивный;;
https://sun9-44.userapi.com/c858420/v858420739/193607/BSkkRFp82L4.jpg;Гипертимный;;
https://sun6-14.userapi.com/nRo2WX5kZPt1rhxkVp2GR1pGFjezlCZKNHp3OQ/jpC2joc01YI.jpg;Шизоидный;;
https://sun6-19.userapi.com/37iz51Mmh-IlCxTJvM9D6SzvT4GGlS9Ig-DJ8Q/vXw63Ox4qEY.jpg;Эмотивный;;
https://sun9-24.userapi.com/c858224/v858224129/187f58/fmMcEQ4WTTc.jpg;Эмотивный;;
https://sun9-46.userapi.com/c858220/v858220929/18100e/4wSA1HwL7cc.jpg;Шизоидный;;
https://sun6-14.userapi.com/TZnf9dT7y3ihXNAZZ0FdCrMyLLLNh79aF8XE_Q/4H29X3JCrP4.jpg;Эмотивный;;
https://sun6-19.userapi.com/xgTO2eTj8lQWnoFoisgx5aLiRZhUvM3gLDIcgg/dWX-sKMMltE.jpg;Непонятно;;
https://sun9-49.userapi.com/c847120/v847120490/1742bd/OuFXeuxasxg.jpg;Эмотивный;;
https://sun9-40.userapi.com/c845216/v845216406/e4ce1/2kVChbYiiC0.jpg;Эмотивный;;
https://sun9-69.userapi.com/c845218/v845218412/dfc6c/Ix4OS6P4PRA.jpg;Шизоидный;;
https://sun9-45.userapi.com/c846021/v846021026/8a791/X0pC3-vFKE8.jpg;Шизоидный;;
https://sun9-55.userapi.com/c831309/v831309217/9a8c8/dx2em2To32Q.jpg;Шизоидный;;
https://sun9-33.userapi.com/c840427/v840427946/5d305/yQS0KdAHDdk.jpg;Шизоидный;;
https://sun9-30.userapi.com/c638223/v638223068/2b350/lZxmolC6VhU.jpg;Шизоидный;;
https://sun9-22.userapi.com/c604629/v604629068/19476/rJYHrvOTY0o.jpg;Шизоидный;;
https://sun9-69.userapi.com/c837530/v837530068/1861/qbZFoQ5a9CQ.jpg;Эмотивный;;
https://sun9-68.userapi.com/c627226/v627226068/33788/_GJz2KzrjBw.jpg;Непонятно;;
https://sun9-64.userapi.com/c625420/v625420068/28972/MlKpuWUFw2Q.jpg;Эмотивный;;
https://sun9-16.userapi.com/c623729/v623729068/3627d/GJLlFxV5trk.jpg;Эмотивный;;
https://sun9-56.userapi.com/c624822/v624822068/3ed52/Ngtf2vZ2Ieg.jpg;Непонятно;;
https://sun9-8.userapi.com/c624822/v624822068/3ed39/Kg96b0nk9hQ.jpg;Непонятно;;
https://sun9-54.userapi.com/c623129/v623129068/397b9/39VrT3h20jw.jpg;Эмотивный;;
https://sun9-45.userapi.com/c622826/v622826068/17015/wHgBOmMO_LQ.jpg;Эмотивный;;
https://sun9-65.userapi.com/c623625/v623625068/1422a/nzm606U40y0.jpg;Эмотивный;;
https://sun9-55.userapi.com/c624918/v624918068/bc53/ezq3Lh6TmJc.jpg;Эмотивный;;
https://sun6-13.userapi.com/CTkAq1mgEAXPhgrvWN1dUru7FDGwgVcZTKyiBw/cDZHXiiJKGo.jpg;Непонятно;;
https://sun9-52.userapi.com/c622024/v622024068/9a5a/U64mFpUbsqs.jpg;Истероидный;;
https://sun6-13.userapi.com/xSOd2Yg053y54JJJ6XzyjnPgomP3JoyM5U45pA/nQ_IKgikk1k.jpg;Шизоидный;;
https://sun6-13.userapi.com/KrzPG5Bs4JvW1W_2FGzTGDFP9D9qcgNehrc-1w/YsqGNAuVR14.jpg;Шизоидный;;
https://sun6-16.userapi.com/wkf7yuFXn7ifZ6PJyJvOn3TWE7xKOfuYGF3SxA/kQ2yZxj65ro.jpg;Шизоидный;;
https://sun6-16.userapi.com/KqLmoKicAR8xNziSIDj8hfmEbgVvgmlJU-bbMw/0-OdApj1KyA.jpg;Истероидный;;
https://sun6-14.userapi.com/O-F9mCfZHrlGaGCm6pHFKMPwRQXt6K6OkP7gEA/Lx5o7La6-08.jpg;Непонятно;;
https://sun6-14.userapi.com/aCN_B8QeYHwF7-5yK179svXBI6r4hwsNbcbTPQ/bUJbW4g7JiE.jpg;Непонятно;;
https://sun6-14.userapi.com/l3Ctim0nMZGViJOVAYb1Il149tRG2I-kL7H3uQ/XwTj1t3y8z0.jpg;Эмотивный;;
https://sun6-14.userapi.com/YFT--QwiBKm0-uYQY8HsIRLx8h5YkmXHLmQ0EA/B9659-HG8OU.jpg;Непонятно;;
https://sun6-13.userapi.com/h4s1Hox6jTuJgVTgYU5fZD6wlVKNnforUcJOxQ/200KdkQhTYw.jpg;Эмотивный;;
https://sun6-19.userapi.com/IBOe8s4DhQqGRSbbX3txwkOBGvwfOISSdZ1D2A/-7pPCfWTZ9A.jpg;Старт;;
https://sun6-16.userapi.com/hrHEgV-HXlXZmtRXTNIjgJidJY71Dmqgh4Qx-A/2puQt32ObHc.jpg;Истероидный;;
https://sun6-16.userapi.com/3mSNuqtDV4cuHGgbg8lJx9xg2ye5q-3sW0xRSg/Oxj4YTM3gNI.jpg;Истероидный;;
https://sun6-13.userapi.com/8e4uLG0XGThkfe3zctaCEXGWHL3sK0d0T3woiw/Ebar77gcyhI.jpg;Эмотивный;;
https://sun9-57.userapi.com/c10957/u1257068/141550893/w_ba481f30.jpg;Шизоидный;;
https://sun9-57.userapi.com/c10957/u1257068/141550893/w_88725dd2.jpg;Эмотивный;;
https://sun9-57.userapi.com/c10957/u1257068/141550893/w_294f9de0.jpg;Эмотивный;;
https://sun9-57.userapi.com/c10957/u1257068/141550893/w_0d2cdfdd.jpg;Эмотивный;;
https://sun9-57.userapi.com/c10957/u1257068/141550893/w_ba42914c.jpg;Непонятно;;
https://sun9-57.userapi.com/c10957/u1257068/141550893/w_5531f31a.jpg;Непонятно;;
https://sun9-57.userapi.com/c10957/u1257068/141550893/w_10f5bb33.jpg;Непонятно;;
https://sun9-57.userapi.com/c10957/u1257068/141550893/w_d26a2627.jpg;Эмотивный;;
https://sun9-57.userapi.com/c10957/u1257068/141550893/w_f1bae6b2.jpg;Непонятно;;
https://sun9-57.userapi.com/c10957/u1257068/141550893/w_f47197f9.jpg;Эмотивный;;
https://sun9-57.userapi.com/c10957/u1257068/141550893/w_55e4b2b5.jpg;Непонятно;;
https://sun9-57.userapi.com/c10957/u1257068/141550893/w_73959540.jpg;Эмотивный;;
https://sun9-57.userapi.com/c10957/u1257068/141550893/w_50e7d800.jpg;Тревожный;;
https://sun9-57.userapi.com/c10957/u1257068/141550893/w_2b7faeeb.jpg;Шизоидный;;
https://sun9-57.userapi.com/c10957/u1257068/141550893/w_f68d3438.jpg;Эпилептоидный;;
https://sun9-57.userapi.com/c10957/u1257068/141550893/w_12ad15f5.jpg;Гипертимный;;
https://sun9-57.userapi.com/c10957/u1257068/141550893/w_fe70ae5b.jpg;Непонятно;;
https://sun9-57.userapi.com/c10957/u1257068/141550893/w_7441b57c.jpg;Гипертимный;;
https://sun9-57.userapi.com/c10957/u1257068/141550893/w_1aaf121a.jpg;Эмотивный;;
https://sun9-57.userapi.com/c10957/u1257068/141550893/w_a2a21078.jpg;Шизоидный;;
https://sun9-57.userapi.com/c10957/u1257068/141550893/w_e6f22f03.jpg;Эмотивный;;
https://sun9-57.userapi.com/c10957/u1257068/141550893/w_dfcb16eb.jpg;Шизоидный;;
https://sun9-57.userapi.com/c10957/u1257068/141550893/w_6a61d82a.jpg;Шизоидный;;
https://sun9-57.userapi.com/c10957/u1257068/141550893/w_e5ad8ef8.jpg;Непонятно;;
https://sun9-57.userapi.com/c10957/u1257068/141550893/w_9da6c3c6.jpg;Гипертимный;;
https://sun9-57.userapi.com/c10957/u1257068/141550893/w_3aa80ef5.jpg;Эмотивный;;
https://sun9-57.userapi.com/c10957/u1257068/141550893/w_4e57d4a2.jpg;Непонятно;;
https://sun9-57.userapi.com/c10957/u1257068/141550893/w_59306f30.jpg;Непонятно;;
https://sun6-19.userapi.com/c836426/v836426545/3a25f/LNBd-5AutCA.jpg;Истероидный;;
https://sun9-35.userapi.com/c630325/v630325545/49839/eprCBViuDbA.jpg;Истероидный;;
https://sun9-9.userapi.com/c629513/v629513545/25fa8/-i3XSAv9_Zs.jpg;Истероидный;;
https://sun9-72.userapi.com/c629322/v629322545/228fd/AsOC7IeLyvk.jpg;Истероидный;;
https://sun9-68.userapi.com/c629322/v629322545/228f3/FvxcOoPXdpA.jpg;Истероидный;;
https://sun9-53.userapi.com/c629322/v629322545/228df/kSOXcltDTcI.jpg;Шизоидный;;
https://sun9-10.userapi.com/c629322/v629322545/228ad/aeBajv-A1G8.jpg;Истероидный;;
https://sun9-54.userapi.com/c629322/v629322545/228b7/pF8K69V5CbA.jpg;Истероидный;;
https://sun9-21.userapi.com/c622522/v622522545/260af/KvwBKPZbefA.jpg;Эмотивный;;
https://sun9-43.userapi.com/c622522/v622522545/260a6/HHUscvnkg5g.jpg;Непонятно;;
https://sun9-39.userapi.com/c622522/v622522545/2609e/tHpsPGuEhsY.jpg;Эмотивный;;
https://sun9-45.userapi.com/c622522/v622522545/2608c/rIb5_jqrjcY.jpg;Тревожный;;
https://sun9-57.userapi.com/c622522/v622522545/26083/nA7p2jDqb00.jpg;Шизоидный;;
https://sun9-26.userapi.com/c622522/v622522545/2607b/uBIDohDZ8b4.jpg;Шизоидный;;
https://sun9-3.userapi.com/c622522/v622522545/26073/8PJgYAG6r80.jpg;Истероидный;;
https://sun9-57.userapi.com/c622522/v622522545/2606b/37DW7ABKI8I.jpg;Истероидный;;
https://sun9-34.userapi.com/c622522/v622522545/26063/3BUKAw86A68.jpg;Истероидный;;
https://sun9-4.userapi.com/c622522/v622522545/2604b/ToJbr9tJkiI.jpg;Шизоидный;;
https://sun9-54.userapi.com/c622522/v622522545/2603a/Od41OoFfqJE.jpg;Непонятно;;
https://sun6-19.userapi.com/e2majf2xK61vf4ScBrUsOzw-9RIuazR5oV1h9A/k18G3XXGYG8.jpg;Тревожный;;
